Price,Close,High,Low,Open,Volume,Return,MA5,MA10,Volatility,Direction
2018-01-16,55.3853874206543,56.69352222433423,54.93403938724119,56.44107362105684,3748100.0,-0.011603944122436038,54.693826293945314,53.61672248840332,0.01362232843351044,0
2018-01-17,56.80826950073242,57.09131261582127,55.278286525603576,55.278286525603576,3199300.0,0.025690568331160568,55.379259490966795,54.00686836242676,0.015034852293975547,1
2018-01-18,57.1372299194336,57.18312755215445,56.53288579744137,56.81592898111772,2737600.0,0.005790713598430308,56.04480667114258,54.48804969787598,0.015237148755345126,1
2018-01-19,58.79725646972656,58.95790400980066,57.20607249695996,57.45086958227613,3445700.0,0.02905332569733754,56.83275299072265,55.22091217041016,0.01689731875183948,1
2018-01-22,59.71525192260742,59.75350384325827,58.56011862517454,58.86611064468672,2271500.0,0.015612896043091906,57.56867904663086,55.92394027709961,0.01645351957384157,1
2018-01-23,59.3021354675293,60.12067609705029,59.05733843355354,59.692282746698126,2512800.0,-0.006918106208670727,58.35202865600586,56.52292747497559,0.014753933551998851,0
2018-01-24,58.74369812011719,59.50103807265623,58.23880092747651,59.30213864800184,2543400.0,-0.00941681683145934,58.739114379882814,57.059186935424805,0.016008317439660757,0
2018-01-25,58.34589385986328,58.37649421746626,57.51205600176253,58.19289790826984,3531900.0,-0.006771862735650225,58.98084716796875,57.512826919555664,0.017155838355844052,0
2018-01-26,59.55460357666016,59.5775523941788,58.42241911196759,58.49126556452352,3133900.0,0.020716277304791975,59.13231658935547,57.98253479003906,0.014320921053324772,1
2018-01-29,58.59069061279297,59.56988454228697,58.51419263735069,59.23328644663524,2589800.0,-0.016185364455099105,58.90740432739258,58.238041687011716,0.014181963144980913,0
2018-01-30,58.3612060546875,58.52950512952896,57.51206496720363,58.2923537802422,2962100.0,-0.003916740965250964,58.71921844482422,58.53562355041504,0.014075621957293298,0
2018-01-31,55.890281677246094,57.70331378111503,55.43893945694551,57.6497646052078,5266800.0,-0.0423384735251362,58.14853515625,58.443824768066406,0.022773339133776372,0
2018-02-01,55.92087936401367,56.88477032063918,55.14059057578876,55.515434789201166,3190100.0,0.0005474598776271655,57.66353225708008,58.32218971252441,0.02323903300990833,1
2018-02-02,54.497989654541016,55.82907898930819,54.32969060050689,55.50777814232412,5040400.0,-0.02544469481980849,56.65220947265625,57.89226303100586,0.01726272489084029,0
2018-02-05,52.03472137451172,55.04113832502495,52.01177256240754,53.96250330117329,4096000.0,-0.04519925038783601,55.341015625,57.12420997619629,0.02116038771160116,0
2018-02-06,53.77891159057617,54.08490356016351,49.76270570730395,50.933141916601365,4672900.0,0.03351973778260331,54.424556732177734,56.57188758850098,0.03302007412347958,1
2018-02-07,54.5132942199707,55.31653176800623,53.44995653512717,53.63355285518932,3468200.0,0.01365558743519113,54.14915924072265,56.14884719848633,0.03120767700202026,1
2018-02-08,52.62376022338867,55.132931134822186,52.608457126667965,54.61273673832344,3850500.0,-0.03466189346322446,53.48973541259765,55.576633834838866,0.03363802966473521,0
