Price,Close,Close.1,High,High.1,Low,Low.1,Open,Open.1,Volume,Volume.1,Return,MA5,MA10,Volatility,Direction
2018-01-16,41.3491325378418,28.96436882019043,42.10012349135835,29.145040051637817,41.33739757680099,28.717136794456163,41.750441705983256,28.73615338695454,118263600.0,1957500,-0.005082333789024784,41.172186279296874,40.93022422790527,0.0059666777684048485,0
2018-01-17,42.03205871582031,28.84075164794922,42.067260011460704,29.17356648817499,41.08627904221055,28.498427605009002,41.33973553283472,29.113342746780138,137547200.0,2122500,0.01651609443930946,41.39607315063476,41.0907485961914,0.008506977324577222,1
2018-01-18,42.06961441040039,28.501598358154297,42.26675245042879,29.17039657343667,41.8325839476019,28.416017346175106,42.09542989296319,28.913655351194095,124773600.0,1448700,0.0008935011923634217,41.62934799194336,41.25573081970215,0.008332864030379753,1
2018-01-19,41.881866455078125,28.89146614074707,42.14471238225326,28.942180679346937,41.635446607847854,28.43503529334828,41.917067755679376,28.530123692951808,129700400.0,1447500,-0.004462792396686455,41.77860565185547,41.38316535949707,0.009483906057408956,0
2018-01-22,41.53923416137695,29.39861488342285,41.72228812713289,30.042054038696364,41.445361618274205,28.945352537337794,41.609640359208,28.964369130039604,108434400.0,1987800,-0.008180922263067547,41.77438125610352,41.43010215759277,0.009826416096741382,0
2018-01-23,41.548614501953125,29.59830093383789,42.11186042928691,29.67120240239229,41.49698711676318,28.78052764478313,41.60963486982693,29.322539498712,130756400.0,1525800,0.00022581881359995393,41.81427764892578,41.49323196411133,0.009427238537159838,1
2018-01-24,40.886817932128906,29.607810974121094,41.60964810785268,29.81383765790583,40.6474382473287,29.462006219192283,41.59791314252753,29.59513143236011,204420400.0,1051200,-0.015928246411035185,41.5852294921875,41.490651321411136,0.006904217497505246,0
2018-01-25,40.15693283081055,29.278165817260742,41.05812197499376,29.58562157353692,40.02081516095881,29.20843287335884,40.95486004745056,29.56343464306584,166116000.0,957600,-0.01785135499001045,41.202693176269534,41.41602058410645,0.007622879336508518,0
2018-01-26,40.25081253051758,29.192584991455078,40.36580943959557,29.430309619028183,39.91052008574584,29.059457966701558,40.36580943959557,29.417630077468097,156572000.0,1344900,0.00233782047305664,40.87648239135742,41.32754402160644,0.009143315820246262,1
2018-01-29,39.41768264770508,28.939010620117188,39.93398878050645,29.26865693789586,39.20881320203056,28.828074152841364,39.93398878050645,29.075307984327875,202561600.0,1160400,-0.020698461234312515,40.452172088623044,41.113276672363284,0.010808574542389262,0
2018-01-30,39.18534469604492,28.796377182006836,39.279217239588455,29.198924983240232,38.652608879864985,28.688609236210787,38.84739780967541,28.872448993220818,184192800.0,1410000,-0.00589425699467605,39.97951812744141,40.896897888183595,0.009584013483161019,0
2018-01-31,39.29328918457031,28.82490348815918,39.53032321393203,28.97070823981783,39.07503395702714,28.675930211402594,39.16186621989822,28.802716557693824,129915600.0,2036700,0.0027547158092573465,39.66081237792969,40.62302093505859,0.011013453248926452,1
