Price,Close,Close.1,High,High.1,Low,Low.1,Open,Open.1,Volume,Volume.1,Return,MA5,MA10,Volatility,Direction
2018-01-16,103.00566864013672,35.4310188293457,105.3048264273705,35.569458708802415,102.60200094224386,34.9787884617089,104.8923814526472,35.07107936756512,620600.0,4402800,-0.016506055253045937,104.21667938232422,103.46463317871094,0.00918631008904783,0
2018-01-17,104.32196044921876,36.03092956542969,105.0239951788026,36.86155849422503,103.24258991922534,35.92017622505168,103.59360728401728,36.270888094902126,483000.0,4190900,0.012778828839805634,104.21141357421875,103.7454444885254,0.0113431163543822,1
2018-01-18,105.85769653320312,35.800201416015625,106.41055127263496,36.252431934250666,104.47995836661111,35.735597056267764,105.26096879062877,35.92941013551135,583100.0,3354500,0.014721119861737186,104.56945037841797,104.1508674621582,0.012878881001686313,1
2018-01-19,106.48072814941406,35.735591888427734,108.11295351059732,35.938632623698545,106.00686231754852,35.52331994842873,106.55971025145874,35.80019623883295,685700.0,3923000,0.005885558033236871,104.88009490966797,104.55102462768555,0.012700883265251683,1
2018-01-22,105.94542694091795,34.84958267211914,106.831737686047,35.64329728283798,105.53298199264005,34.67422851048222,106.48072028144236,35.64329728283798,532600.0,3914900,-0.0050272121331192965,105.12229614257812,104.7765495300293,0.013079346659867024,0
2018-01-23,105.07667541503906,35.44026184082031,105.66463251420694,35.44948952621159,104.9538203065804,34.665006003031316,105.66463251420694,34.79421472255056,543300.0,3122300,-0.008199990796803003,105.5364974975586,104.8765884399414,0.010318562137048586,0
2018-01-24,105.35747528076172,35.84634017944336,105.56808975125544,35.966321191107674,104.83972977144072,35.578691584451,105.42768010425962,35.58792278878751,501900.0,3009500,0.0026723329855415923,105.74360046386718,104.97750701904297,0.009093919248813455,1
2018-01-25,106.14727020263672,36.18782424926758,106.67379302535288,36.27088749283566,105.506669555114,35.80942581094036,105.69095220830962,36.08630211594289,520800.0,2485500,0.007496334928018378,105.8015151977539,105.18548278808593,0.006871871895136893,1
2018-01-26,106.19993591308594,35.18183517456055,106.77033851023148,36.25242606064876,105.77872027172752,35.16337628609849,106.53340554885509,36.2339671721867,426600.0,3225400,0.0004961569934740506,105.74535675048828,105.31272583007812,0.006220573272886811,1
2018-01-29,104.13770294189452,34.72959899902344,106.33155363180605,35.39410127064596,104.0324023936434,34.618845686526015,105.96298832272514,35.22797482257223,661600.0,4874400,-0.019418401277371267,105.3838119506836,105.25305404663087,0.010611456568248962,0
2018-01-30,102.96179962158205,34.674224853515625,104.26055544840878,34.95110111346283,102.9530223444127,34.51732959712552,103.82178532135364,34.637307080009954,1039000.0,3557300,-0.011291811583059252,104.9608367919922,105.2486671447754,0.01104307898704779,0
2018-01-31,107.65665435791016,35.329505920410156,108.52541746167424,35.35719601591551,105.30484586577056,34.67423116444729,106.42809648378912,34.766522094336345,1671400.0,4819300,0.045598025224726335,105.42067260742188,105.58213653564454,0.025176868181250492,1
2018-02-01,105.62074279785156,35.39410400390625,106.56848785468588,35.71712924262697,103.59362700553982,35.04339571593199,104.9538103472903,35.18183208623572,1290800.0,2899700,-0.018911153910561862,105.31536712646485,105.55844116210938,0.027106959112045127,0
2018-02-02,103.22504425048828,34.57271194458008,105.76991199532397,35.246445647469386,103.12851429948728,34.563484259082344,105.22584139342732,35.163382395295436,923300.0,1848700,-0.022682083877675674,104.72038879394532,105.2328727722168,0.028780340265705837,0
2018-02-05,99.87284088134766,33.69593048095703,103.80422364220377,34.757293758154326,99.82896789154364,33.69593048095703,102.48791343628452,34.44349967347042,1137300.0,3306200,-0.03247470992607271,103.86741638183594,104.62561416625977,0.030891751609348775,0
2018-02-06,100.25020599365234,34.083560943603516,100.60122346666522,34.15739298377015,97.82819948957658,32.85607114968918,97.97737973969907,32.95759328550746,1320500.0,6239600,0.0037784557741078473,103.32509765625,104.1429672241211,0.03121793708256847,1
2018-02-07,100.7240753173828,36.298587799072266,102.5318062064935,37.37840674855123,100.2326548881336,36.28012890412294,100.2326548881336,37.00000820377558,852600.0,7549100,0.004726866334423985,101.93858184814454,103.6796272277832,0.016610567977654648,1
2018-02-08,97.20513153076172,35.4771728515625,100.81182253038396,36.13245111584059,97.1875836714284,35.16337876691503,100.59243746566293,36.077074446547535,789000.0,7398600,-0.03493647149931978,100.25545959472656,102.7854133605957,0.019332241547972938,0
2018-02-09,97.81063842773438,34.95110321044922,98.51267332706418,35.74481778507889,95.5027099104818,33.91743013498106,98.09145104844607,35.698672325764505,982200.0,6432800,0.00622916596518408,99.17257843017578,101.94648361206055,0.02118737550473301,1
2018-02-12,101.48755645751952,34.63731002807617,102.12815724986618,35.56946452473265,98.8637123329756,34.517332534980156,98.89003747579774,35.41256573431585,988400.0,5383700,0.03759220969099153,99.49552154541016,101.68146896362305,0.02573261441422243,1
2018-02-13,102.56689453125,34.84958267211914,102.84770712297092,34.886500449518394,100.78548902485468,34.452728887432755,101.12772916179269,34.498874348845305,618200.0,3654000,0.010635176482766795,99.95885925292968,101.64197845458985,0.02593453843596763,1
2018-02-14,103.65506744384766,35.18183517456055,103.8042476949281,35.264898412303296,101.6981495384284,34.47118381179992,102.06671487466296,34.60962371492882,633300.0,5204000,0.010609397092217865,100.54505767822266,101.2418197631836,0.026060712666278574,1
2018-02-15,104.8923797607422,36.10476303100586,104.91870489570832,36.1878262792334,103.2075041719053,35.34796611189871,104.137694647911,35.514092608353785,596500.0,3011000,0.011936824194001217,102.08250732421875,101.16898345947266,0.012592114321653688,1
2018-02-16,104.25177764892578,36.566219329833984,105.0591130199907,36.70465922995937,104.12892255746374,35.7079003986716,104.69931832706592,36.003235566311034,642500.0,2589500,-0.006107232129518136,103.37073516845703,101.2716567993164,0.015670661691340442,0
2018-02-20,102.74241638183594,36.18782424926758,104.1289316147664,36.409327405673544,102.47915162288932,36.05861554164461,103.64628178839791,36.29857758780717,548700.0,3836100,-0.0144780386591844,103.62170715332032,101.55861434936523,0.012076148620715356,0
2018-02-21,102.60199737548828,36.12322235107422,104.5764628023631,36.57545637917022,102.52302197206144,36.086304569051386,102.74240701949198,36.14168124208563,455500.0,3466100,-0.0013667092063106567,103.62872772216797,101.79379348754883,0.011222257300914213,0
2018-02-22,103.76036834716795,36.50162124633789,104.15526551882806,36.79695646466255,102.66344291772576,36.17859945150577,103.19874306290168,36.17859945150577,494100.0,2968800,0.011289945627865672,103.64978790283203,102.09742279052735,0.011384258957584773,1
2018-02-23,104.54138946533205,36.66774368286133,104.61159430685852,36.6954302563003,103.26895851439971,36.363180813013244,103.88323414000106,36.51084840580964,456700.0,1660500,0.00752716215839655,103.57958984375,102.83104858398437,0.010379491069426176,1
2018-02-26,105.4013671875,36.99076843261719,105.66463195858492,36.99999611674027,103.80424409083446,36.46469890010156,104.97137431015577,36.76003760213631,412000.0,1341900,0.00822619372639144,103.80950775146485,103.59012145996094,0.010466509475188901,1
2018-02-27,104.3482894897461,36.9261589050293,105.64704500118036,37.13843435774405,104.33951221470826,36.88001344513723,105.5943947411517,37.00922214110418,406400.0,2342200,-0.009991119905309875,104.13068237304688,103.87619476318359,0.008721738183860784,0
2018-02-28,103.68138885498048,36.96317672729492,104.91871720930864,37.46280498492576,103.61118402343102,36.88915615749997,104.52382674827015,36.98168186974366,587100.0,3596500,-0.006391102700645024,104.34656066894532,103.98764419555664,0.009614159553291458,0
2018-03-01,101.74202728271484,36.54681396484375,103.97098050855512,37.26849675673661,100.7240772934691,36.1582166244382,103.73404087187492,37.05569294706294,648400.0,3963300,-0.018705011513476477,103.9428924560547,103.79634017944336,0.011620184919744973,0
2018-03-02,101.05753326416016,36.45429992675781,101.68935658814284,36.750375165331874,100.05713127054491,35.68635235017835,101.13650866899532,36.35252340171762,665700.0,2715500,-0.006727741100073126,103.24612121582031,103.41285552978516,0.00971902311843987,0
2018-03-05,100.7328643798828,36.944664001464844,101.0926524662175,36.953914806042846,99.57451130749229,35.908400943507424,100.36429901482718,36.25073718480246,770800.0,3595900,-0.0032127133306201205,102.31242065429687,103.06096420288085,0.005929409887010489,0
2018-03-06,100.89141082763672,37.52756881713867,101.3407195646058,37.6663520823801,99.10299442154836,36.78737728453848,101.07642544749716,37.009435450217495,1305900.0,2572600,0.0015739297073495973,101.621044921875,102.87586364746093,0.007497254339017759,1
2018-03-07,102.01029205322266,37.69410705566406,102.38030790551709,38.008687360587416,99.49064877463594,37.18522455542453,100.3099734312596,37.23148916780586,700400.0,2529000,0.011089955194475865,101.28682556152344,102.81669311523437,0.01095266699701722,1
2018-03-08,101.75479888916016,37.95317459106445,103.0234322989021,38.08270704398192,101.11167036298536,37.518312616703284,102.11600962666456,37.66635020996534,518700.0,2497700,-0.002504582223225027,101.2893798828125,102.61613616943359,0.006843093989477443,0
2018-03-09,103.36701965332033,38.684112548828125,103.62250870017093,38.73962444151078,101.21739230840508,37.851398863641364,102.19529611062798,38.09195863408715,614700.0,3536000,0.015844174247902965,101.75127716064453,102.49869918823242,0.008503130255059345,1
