Price,Close,Close.1,Close.2,High,High.1,High.2,Low,Low.1,Low.2,Open,Open.1,Open.2,Volume,Volume.1,Volume.2,Return,MA5,MA10,Volatility,Direction
2018-02-12,101.60874938964844,178.8500213623047,82.50818634033203,104.03237638307074,181.8253121991165,83.86184400869735,99.46971278433334,178.22170607958273,81.7336317552774,99.6808652363482,180.20830692255214,83.10177017632914,2567300.0,945400,8358200,0.03333013409564667,102.90319366455078,112.90707931518554,0.04906147830141889,1
2018-02-13,103.02253723144533,180.5871124267578,82.00873565673828,104.17008820398574,180.71647225689645,82.24037808035027,100.5621876661548,176.54922463677727,80.9735823681117,101.6546584333238,177.41777543961453,82.04492650627049,2403500.0,842100,7065900,0.013914036441638578,102.03656158447265,110.97276611328125,0.030082307680252385,1
2018-02-14,105.57469177246094,180.6887664794922,82.25484466552734,106.14387958870856,181.12304896216864,82.55887980181285,102.19630135557836,178.76683879213294,80.64058824902465,102.44416928924215,179.21960528022427,81.43685865127905,2331900.0,645400,7031900,0.024772778943330298,102.11551513671876,109.19268646240235,0.03210764006567801,1
2018-02-15,107.82388305664062,177.35313415527344,82.26945495605469,107.94323283650776,182.31502564385178,82.62768705077828,105.22583306277603,176.22584939226002,81.03391260079721,106.92420704584649,181.43722563308992,82.51071569603404,2075500.0,1654500,5405000,0.021304265694918945,103.27224273681641,107.43831253051758,0.027586167059843198,1
2018-02-16,102.31563568115234,179.08102416992188,81.98434448242188,107.7687998119896,180.27299596870753,82.56921808808693,101.75563028031776,176.8264545311599,81.30443128638767,107.26387461317324,177.37162703173527,82.13787254891113,2804000.0,1019400,5950400,-0.05108559643130972,104.06909942626953,105.30845794677734,0.034003783711923107,0
2018-02-20,101.70055389404295,177.96295166015625,81.13628387451172,103.76614559636351,178.72062665328863,82.43762179021554,101.0120233266028,176.1888538096967,80.84384707173412,101.86580151039244,177.93523270303947,82.08669651132881,1707200.0,919600,6810900,-0.006011610864894323,104.08746032714843,103.49532699584961,0.031246461600925472,0
2018-02-21,102.1779327392578,177.0851593017578,79.73259735107422,103.83040179724767,180.46701347442075,81.92586525321873,101.67300755248344,177.0482053874798,79.73259735107422,102.12284553445852,178.2771309999229,81.25326443522557,1400500.0,684500,6892300,0.004693965046760784,103.91853942871094,102.9775505065918,0.03052650116671336,1
2018-02-22,100.94774627685548,177.316162109375,80.3393783569336,102.88481255578614,180.08817098507654,81.47256865924696,100.60806872415732,176.6416438973875,79.61560173129254,102.21463981778554,178.1477732315852,80.09081074767451,992900.0,1105000,8176700,-0.012039649163205879,102.99315032958984,102.5543327331543,0.0269005000827293,0
2018-02-23,99.83692169189452,179.9865264892578,82.31332397460938,101.09463991652156,180.0696974692287,82.42298846166825,99.3962590936598,177.45476745697925,80.60257805645386,101.08545754878278,178.51736519837362,80.7561061072293,2064200.0,1116800,6460200,-0.011003956263812564,101.39575805664063,102.33400039672851,0.021186704417863786,0
2018-02-26,102.20547485351562,180.9936981201172,83.7828140258789,102.7838379845942,181.87149808223197,83.82668316700237,99.9379131585664,179.35820898914247,82.50340803549926,100.01135809701616,180.4392907234311,82.7446687894922,1609000.0,973300,7405800,0.023724220673897234,101.37372589111328,102.7214126586914,0.014891024674901861,1
2018-02-27,101.15892028808594,181.8899688720703,83.05902862548828,102.75630935517574,183.95972625775187,84.84288771833435,101.13138018411648,180.7257162434597,83.05902862548828,101.84745090370517,181.26163959487073,83.98020240366893,1271500.0,1224900,6059700,-0.01023971139442037,101.26539916992188,102.67642974853516,0.015419386735441498,0
2018-02-28,102.82975006103516,181.00291442871094,81.8235092163086,104.1884464975297,183.71948501414215,84.41156588425235,101.51695146123166,180.98443042428121,81.79426497637061,101.89334454011768,181.7606035195218,84.08988482270287,1800900.0,2302400,7441000,0.01651688025327802,101.39576263427735,102.65715103149414,0.01729780132576464,1
2018-03-01,102.48004150390624,178.7206268310547,81.91122436523438,103.74079884550724,181.22468072002053,83.27105055292647,102.2131655547636,177.1221058726853,81.12895924244525,102.7285083415114,180.55939755022754,81.53836735821758,2780200.0,1735900,7516700,-0.0034008500158888566,101.7022216796875,102.34768600463866,0.01600390438126357,0
2018-03-02,105.8297882080078,178.3879852294922,81.61878204345703,107.09054560379188,178.97011152779774,82.01357080437295,101.87267157964854,176.650855386399,80.29551263247788,102.17635874389872,178.13850051605203,81.51643002148997,1907400.0,884600,6607300,0.032686820330511734,102.90079498291016,102.14827651977538,0.018148646409175795,1
2018-03-05,106.15186309814452,177.72271728515625,82.72273254394531,107.27458008360423,178.58204732766197,82.8543288046796,104.09968967542636,175.22791223451947,81.16550919562837,105.37884898941256,177.2607158276618,81.44332662260474,1957400.0,951700,7814900,0.003043329251530613,103.69007263183593,102.5318992614746,0.017094026727009222,1
2018-03-06,108.74700164794922,179.376708984375,83.08830261230469,109.6948672710784,179.54302275870586,84.45543607551919,105.9770271817803,176.44762113226705,82.6277127693874,106.15187161315112,178.15701824261376,83.23451824568768,2139400.0,1067000,7957900,0.024447414054384664,105.20768890380859,103.23654403686524,0.014877407903786706,1
2018-03-07,109.3175811767578,179.48756408691406,83.22718811035156,109.60285925584688,179.6538778420207,84.13374269360294,107.87277464621089,177.43627651227325,82.34257088743938,108.22247058254648,177.87055900504998,82.57651919781476,1488400.0,1276600,6660000,0.005246852972146554,106.50525512695313,103.95050888061523,0.015371050830744788,1
2018-03-08,110.32984924316406,158.92848205566406,82.86896514892578,111.02924803824013,168.69519844726486,83.89249121172489,109.41879481312978,158.05991716530758,82.32064821290143,109.8697197502754,168.3625568743446,83.78282670896635,1257500.0,17357000,6095100,0.00925988350189999,108.0752166748047,104.88871917724609,0.01297200931024885,1
2018-03-09,114.60903930664062,160.22239685058594,85.6982650756836,114.61824386112885,161.45160820520636,85.82254888384725,110.5967101139687,159.02091090150665,83.51961710648517,110.6335213109036,159.9821053017478,83.57079312030356,1432700.0,6222900,8833300,0.03878542473166391,109.83106689453125,106.36593093872071,0.015160363244399113,1
2018-03-12,113.94646453857422,154.6309356689453,85.38391876220703,114.60905211541792,160.44427570157728,86.52441626856934,113.2470657606816,154.3906440279945,85.21576577145865,114.26855377147916,160.41655028540796,85.90299148825062,1253500.0,8525200,6877000,-0.00578117373703535,111.38998718261719,107.54002990722657,0.017414647527076065,0
2018-03-13,110.35745239257812,151.9321746826172,85.14265441894531,114.62745338960384,155.26860174857424,86.40012883664876,109.93413411505612,150.66600071685482,84.80635402919623,114.62745338960384,154.82498112083448,85.70559627182735,1141100.0,7182900,6793100,-0.031497354134942146,111.71207733154297,108.45988311767579,0.02545487221027611,0
2018-03-14,109.77770233154295,154.23345947265625,84.1702880859375,110.93723069424426,154.91737156807946,85.8664146153494,109.46481060528166,151.2020264429635,83.97289647843913,110.93723069424426,152.2371457889727,85.52280741546463,818800.0,4874000,5051000,-0.005253383876358542,111.8041015625,109.15467834472653,0.02567624600363044,0
2018-03-15,109.15193176269533,154.251953125,84.49927520751953,109.89733938253018,156.7288642898642,84.9598593090353,108.25927931764778,154.13181439447354,83.89246994680019,109.77770822780968,155.00058142761742,84.33843472127904,938200.0,4285800,4519700,-0.00570034310754397,111.56851806640626,109.82186737060547,0.02535773004781906,0
2018-03-16,109.71328735351562,155.8878173828125,84.3676986694336,110.21022809340656,156.34992629096186,84.9452598332854,108.41571869585276,154.1318091728228,83.75358081279605,109.46481347306042,155.08375239541493,84.3676986694336,1218000.0,3912400,14909400,0.005142882785077241,110.58936767578125,110.21021728515625,0.013607972729485492,1
2018-03-19,109.07830810546876,153.82679748535156,83.26374053955078,110.84520386174148,156.21128086288095,84.24340287383771,107.87277095212949,152.93030518092388,82.77391216129102,109.6948800067171,155.6197820942069,84.1264259357514,1275400.0,3804300,4803500,-0.005787623936568842,109.61573638916016,110.50286178588867,0.013607636880985013,0
2018-03-20,110.33905029296876,152.4959259033203,83.70970153808594,111.85747897545824,154.5846529024498,84.58700622266208,108.58135231589446,151.90442711845972,83.66583797718728,109.14271084106342,154.27965935834993,83.74625822401293,1166800.0,3868100,4587200,0.011558138454815126,109.61205596923828,110.66206665039063,0.007962851673746475,1
2018-03-21,107.97396850585938,154.39060974121094,85.566650390625,109.05066963493222,156.7103916943871,86.34891533499372,106.75002259622056,151.85824750801302,83.92901272328382,106.95248065899,153.0597336508426,84.06060895587696,1441300.0,5671900,6829600,-0.021434675945004922,109.25130920410156,110.52770538330078,0.012578229612001997,0
2018-03-22,103.63957977294922,152.8101806640625,83.12482452392578,107.93718797723088,154.76028095201815,84.61624688701565,103.44632620931344,152.32959752094848,82.96398961482512,107.2285845562134,153.5033440730167,84.47734375743931,1039200.0,4238100,6297200,-0.04014290474722104,108.14883880615234,109.85867843627929,0.020922850172908052,0
2018-03-23,102.80215454101562,151.5717010498047,82.59845733642578,104.76230411233765,154.19647590291015,84.63819122354124,102.48006522474492,151.5717010498047,82.39374768237174,103.65799587911802,153.2537840135543,83.61467084210973,1030200.0,3333400,6227200,-0.008080168153597356,106.76661224365235,108.6779899597168,0.01928055150383878,0
2018-03-26,105.45248413085938,155.89707946777344,84.33114624023438,106.09666969656182,156.07268313740315,84.50660610338672,103.30828582011804,151.67341070368485,82.7958598876723,103.93406227253264,152.5052012306765,83.51963670372312,818200.0,3101200,6868700,0.0257808759133189,106.04144744873047,107.8285919189453,0.02610331042010281,1
2018-03-27,103.12421417236328,152.99497985839844,83.82669067382812,105.76535984755432,157.23714948667674,85.43508468894716,102.26837308061988,151.83047072457327,83.32954979279293,105.40645942401854,156.3036806572955,84.62357522758431,1014000.0,4070200,5530800,-0.02207885359634454,104.59848022460938,107.10526809692382,0.02458803071821403,0
2018-03-28,102.98619079589844,155.5643310546875,81.955078125,104.4678013659197,156.78429109342807,84.2653221083061,102.58127457841584,152.9580303544006,81.92583389483285,103.12422403275008,153.65119363395226,84.02406139275199,814200.0,3036700,6985300,-0.001338418697999999,103.60092468261719,106.42611694335938,0.024546101716822127,0
2018-03-29,105.00155639648438,155.02830505371094,83.3734130859375,106.16108476753078,156.55325884376768,83.6585374278823,103.15183373665168,154.362867082882,82.08669453141235,103.49233211335324,156.06342451835818,82.09400698519163,1472700.0,2736100,6627800,0.01956927996861313,103.87332000732422,106.01107940673828,0.019772373368536666,1
2018-04-02,103.5107192993164,152.17247009277344,82.05744934082031,105.94939965295625,156.56250507446381,83.62929221903052,102.424813567481,151.3868933469911,80.81459994564082,104.98313206595306,156.0541965164353,83.26374762306385,1105600.0,2757000,6228600,-0.014198238086477355,104.01503295898438,105.39082260131836,0.020775601306837137,0
2018-04-03,102.1395492553711,155.12997436523438,83.95097351074219,103.5475444683313,155.82313776435973,84.0606380054285,100.46467807731749,152.72700227395492,81.94778510259138,103.2070531157447,152.72700227395492,82.26215367921593,1894000.0,1697600,6717300,-0.01324664781799434,103.35244598388672,104.69694671630859,0.016228359874138114,0
2018-04-04,102.34201049804688,155.99874877929688,83.69507598876953,102.89416453673788,156.75661430246882,83.9217118069215,100.32664088475426,152.95807778845816,82.19634122144838,100.91561314984678,153.00429150858162,82.64961843551902,1661300.0,2533900,5727200,0.0019822022336282163,103.19600524902344,103.89724273681641,0.013741188093872177,1
2018-04-05,102.70088958740234,156.2205352783203,85.74945068359375,103.81440198950244,157.09853937723145,86.18810307651114,102.2315555927922,155.15769043791914,83.8559268049216,103.42789494500846,156.81203411255518,83.98752308057358,1020700.0,1434700,7204900,0.003506664444141716,103.13894500732422,103.3699348449707,0.01392037066699217,1
2018-04-06,100.62110900878906,155.10226440429688,83.89981079101562,102.20395550705298,156.99689993530566,85.54476173878305,99.82048822540148,154.09485611271373,82.89821642815602,101.46775256854735,155.5273967673971,85.08417190363616,1301900.0,1625300,7094500,-0.020250852616454762,102.26285552978516,103.06808776855469,0.010572399088304487,0
2018-04-09,101.256103515625,155.21315002441406,84.7917251586914,103.1150307535011,157.02460913684175,85.661717485988,100.98003000950818,155.0745088836256,83.98752260219439,101.10886571656658,155.92480172694763,84.2945842954786,931000.0,1475900,6933800,0.006310748441268554,101.81193237304687,102.91348266601562,0.011698957558079577,1
2018-04-10,101.48615264892578,156.97837829589844,86.88993835449219,102.68249205421358,157.85638226977068,87.60640812617414,101.08123647710192,154.89888851978085,85.97607698017534,101.7990443328856,156.86746258484453,85.97607698017534,893800.0,1759700,7612800,0.0022719532483814753,101.6812530517578,102.51684951782227,0.010766539132863382,1
2018-04-11,99.80208587646484,156.1928253173828,87.1823959350586,100.99842538648916,157.00614158329745,87.27743553269343,99.41557878098706,155.41648566488936,86.08576202392578,100.92480298134512,155.8785946155325,86.77298772645493,1181700.0,1733900,6246800,-0.016594054740519004,101.1732681274414,102.18463668823242,0.012451669899553593,0
2018-04-12,100.92479705810548,157.63458251953125,87.16776275634766,101.82665391564294,158.2353325388328,88.22052735091067,99.59042439302364,155.95251349086402,86.74372970607364,100.23460284767998,156.88596837308168,87.51868242861279,675600.0,3035600,6702000,0.011249375920161953,100.81804962158205,101.97849731445312,0.014134250822633454,1
2018-04-13,99.71006774902344,158.64195251464844,87.6722183227539,101.2653078071844,159.45526855190965,88.30826795504524,99.43399424362894,157.81939937785182,87.160458097532,101.18248084085243,158.6604408161613,87.37978151786933,895000.0,2611000,5508100,-0.012035984658781973,100.6358413696289,101.44934844970703,0.012002942651208923,0
2018-04-16,100.13337707519533,161.81204223632812,88.24244689941406,100.98921820494138,162.38505271747644,88.9808484083456,99.9217214421828,158.7066700922215,87.56253385367386,100.38185093084158,159.16877895829424,88.16933910930835,568200.0,2200000,4598000,0.004245402051449743,100.41129608154297,101.11161422729492,0.01168716128121431,1
2018-04-17,101.31130981445312,161.1651153564453,88.79808044433594,101.52297247343937,164.33517585527107,89.1928692233451,100.40025537146664,161.0726879292281,88.14009914598735,100.8879915174996,163.4202091970695,88.41791657071626,763900.0,2260000,6488300,0.011763637397081084,100.37632751464844,101.02879028320312,0.013255247743092998,1
2018-04-18,100.61193084716795,161.93218994140625,90.52346801757812,101.84507469263907,162.52368870720554,91.3057332686843,100.58432419704845,160.6197883930475,89.48532265214155,101.45856754892604,161.36841657850047,89.52918622095014,563500.0,1566200,9132500,-0.006903266462214841,100.53829650878906,100.85578231811523,0.01074282758146484,0
2018-04-19,101.1180648803711,158.71595764160156,90.44304656982422,101.59660353231068,161.3869471723964,91.38615233121453,100.12419041291884,158.47566603174505,90.07750196049936,100.29903486330252,161.33149634723318,90.63313132844821,988300.0,2026700,7159400,0.005030556803168551,100.57695007324219,100.6974998474121,0.009661144209661816,1
2018-04-20,101.375732421875,157.0615997314453,89.41950988769531,102.04751754427843,159.47380913048428,90.26026350446266,100.8971938213778,156.775094425066,88.79808524148203,101.4033390678616,159.03942556841028,90.20177503527925,562800.0,2986800,7561200,0.0025481850528759065,100.9100830078125,100.7729621887207,0.006711684455958452,1
2018-04-23,99.33275604248048,159.28897094726562,90.34801483154297,102.0199105653626,160.68453498911114,90.36994661756566,99.22232243787562,157.34810759150182,89.04667680169007,101.90947696075776,157.4867346444363,89.19289242702038,818900.0,2376200,6113100,-0.020152519055474438,100.74995880126953,100.58062744140625,0.012369950469916713,0
2018-04-24,97.1333236694336,158.30926513671875,89.58767700195312,100.19778028009408,160.29634192316,91.41540011956005,97.068905831276,157.3388477018267,89.01011582745714,99.83887989307064,159.37212409759056,90.91825920846023,1069900.0,2020900,7980500,-0.022142065323409343,99.91436157226562,100.14534454345703,0.012544120845911957,0
2018-04-25,97.7959213256836,158.6881866455078,89.71925354003906,98.09040392630304,159.31666205587166,89.8508497986498,96.0106236311239,156.0634115904704,88.54951211781417,96.86646478620844,158.66969834161492,89.44143611754579,1061100.0,1380200,5331100,0.00682152768194122,99.35115966796874,99.94472808837891,0.014310044633996214,1
2018-04-26,98.34806060791016,159.10411071777344,90.81590270996094,99.12107463079911,159.93591531472126,90.87439118552271,96.461527257118,157.76399754221165,89.41221276308642,97.95234904256915,158.6327646512155,89.68271220146559,964300.0,1249800,6268400,0.005645831387873557,98.79715881347656,99.68705444335937,0.014426258806834477,1
2018-04-27,97.7222900390625,160.76768493652344,92.57051849365234,98.88181114099098,161.719628150896,92.88488707949274,96.77442454197045,159.13181546711513,91.15220363040476,98.16401035760155,159.17802917801995,91.75169656412737,853600.0,1490600,8836600,-0.006362815544908917,98.06647033691407,99.48827667236328,0.013723568625718259,0
2018-04-30,98.26526641845705,158.7991180419922,91.46656799316406,99.67326173018456,161.50706957819244,93.50630747998457,98.10882405515838,158.75290432891995,91.42270442713604,98.10882405515838,160.81390618944485,92.86294543014516,803800.0,1494700,7631600,0.005556320663151704,97.85297241210938,99.30146560668946,0.01243047378707142,1
2018-05-01,98.73458099365234,158.10597229003906,91.2837905883789,98.83581003717391,159.86198076310512,91.32765415195182,97.44621709330194,157.85642949356864,89.98245280988593,97.90634655621147,158.97472532145852,90.67698526270533,919700.0,1949400,7093700,0.0047759965682763195,98.17322387695313,99.04379272460938,0.005443868979449669,1
2018-05-02,98.27445220947266,159.2981719970703,91.744384765625,100.1333721632177,160.45344418488196,92.46085465629888,97.94315843220824,156.57173245432355,90.72085874084866,98.32966549867724,157.69927923782322,90.80127900136617,1904000.0,2184400,5909100,-0.004660259653193499,98.26893005371093,98.81004486083985,0.005976017607154394,0
2018-05-03,97.04129791259766,159.77879333496094,92.12454986572266,98.46770201183053,160.81391285897166,92.20497012238322,96.20386596697792,153.65122421151744,90.53077521754564,98.17321944553306,159.64015218999432,91.08639898276857,1857000.0,3118500,6727700,-0.01254806584163426,98.00757751464843,98.40236816406251,0.007718272951674073,0
2018-05-04,94.31735229492188,158.1983184814453,91.77363586425781,99.8481113991375,160.31478459694537,92.73136103031014,93.76519824438404,157.29258921887524,91.17414288143775,99.8481113991375,159.65858392249388,91.53968751920043,2096800.0,1854700,5403100,-0.028069962750592703,97.32658996582032,97.6965301513672,0.013933174887033373,0
2018-05-07,94.93391418457033,159.5107421875,91.3423080444336,95.84496855550502,159.58468130169356,93.87187102782693,93.77438597182352,155.59206785235008,90.9767633579459,94.25291752413736,158.50334819869545,92.54860104762761,1315300.0,2504500,6999700,0.006537099215004671,96.66031951904297,97.25664596557617,0.014159023048835349,1
2018-05-08,94.20691680908205,157.7639923095703,92.53396606445312,95.26520904733904,159.19653287142793,92.66556235244306,93.86641844988326,156.8952252293813,90.38456188654018,93.95844294612051,159.19653287142793,91.33498014177513,1149600.0,1814600,8937000,-0.007657931116954231,95.75478668212892,96.96400527954101,0.012628308381070392,0
2018-05-09,95.62413024902344,156.72885131835938,94.10578918457031,96.54438938557368,157.8379098232113,95.34863841474855,94.00447220280944,155.99871138180808,93.64519948502898,94.39097935511572,157.64383198864533,93.88646022500139,1165000.0,2827300,11442700,0.015043624055901317,95.22472229003907,96.746826171875,0.016811735747393048,1
2018-05-10,97.0045166015625,158.0966796875,94.17888641357422,97.30819677328483,159.0671111063815,94.88072557725518,95.50448975190734,154.96358220535788,93.86451235578592,95.95541475199676,155.27781284310825,94.81493024732241,846900.0,1948700,5446000,0.014435544134563827,95.21736602783204,96.61247177124024,0.018193263253847927,1
2018-05-11,98.30207824707033,160.56434631347656,94.92462158203125,98.64257664671504,161.0634317975691,95.59722232530322,96.32351974836148,156.81202449190536,93.95958961317535,96.8572717193657,157.57912691934854,94.5956336643653,1019000.0,2322900,8092300,0.013376301341075036,96.01431121826172,96.67045059204102,0.009573956552644045,1
2018-05-14,99.48920440673828,164.0856170654297,95.32669830322266,99.71926916449672,164.1410819778127,95.83115151948398,98.28366732281025,160.6013262181203,94.89535845227262,98.51373208056869,161.24827583814832,95.22434628510682,1247400.0,2797800,6212400,0.012076307854695267,96.92536926269531,96.79284439086913,0.009632481623892995,1
2018-05-15,99.48920440673828,162.71778869628906,94.85150909423828,100.814379658153,163.98396260907282,95.23898544621872,99.05668153878936,161.8675099860125,94.49327139943931,99.33276205650716,163.75290815185272,95.21705366444888,1100700.0,1374400,5201700,0.0,97.98182678222656,96.86830673217773,0.006244160768323277,0
2018-05-16,99.80208587646484,163.72518920898438,94.71990966796875,100.6947382310342,163.91004406401436,94.83688661075304,98.90944054291448,161.62722480835947,93.79874134349683,99.34195637584304,162.81022254783502,94.52251247146218,731400.0,1489400,5405100,0.0031448785985606076,98.81741790771484,97.02107009887695,0.006570187924074027,1
2018-05-17,99.73766326904295,165.3518524169922,95.47212219238281,99.9953416747541,166.35000958944357,95.55324370611741,98.59654412782544,163.30008724625014,94.67565949011875,99.7928835807761,164.1873286645749,94.95588823981119,728000.0,1592700,5241600,-0.0006455036170449624,99.36404724121094,97.29070663452148,0.00668593488972329,0
2018-05-18,98.06279754638672,164.57545471191406,94.29219818115234,99.83889771086776,165.97101837987387,95.24352230134434,98.05360001144976,164.492264399994,94.24795211781509,99.397177319246,165.30558049917224,95.07390864094698,1893300.0,1064600,6385800,-0.016792710674785716,99.31619110107422,97.66525115966797,0.010454140771009575,0
2018-05-21,97.99837493896484,164.00245666503906,95.40574645996094,98.82660940931906,165.7030141452218,95.4352513315472,97.81432595489444,163.4479344097336,94.59454253632163,98.24684879058046,165.4349971705243,94.97801584445159,914700.0,1357100,5081200,-0.0006569525756330297,99.01802520751953,97.97169723510743,0.007874506825007165,0
2018-05-22,96.1118621826172,163.808349609375,94.5650405883789,98.45851866357604,164.834231816618,96.1579661189422,95.6609301706792,163.63274599064397,94.46917788478837,98.45851866357604,164.19651934962332,95.19926031335437,992600.0,1262400,5444200,-0.019250449382682056,98.34255676269531,98.16219177246094,0.010360687297009922,0
2018-05-23,95.55970001220705,163.66973876953125,94.91165924072266,96.22228767674171,163.93776984847332,94.97802833130021,95.1271841399321,161.87675385020594,93.3261153952568,95.90940295794458,163.30929436530727,93.724341191535,711500.0,1103600,6017200,-0.005744995028407862,97.49407958984375,98.1557487487793,0.008875077558154998,0
