Price,Close,Close.1,High,High.1,Low,Low.1,Open,Open.1,Volume,Volume.1,Return,MA5,MA10,Volatility,Direction
2018-01-16,59.32472229003906,91.51818084716797,60.05236569863812,93.3148917580844,59.21075670460732,90.92219931109747,60.05236569863812,92.90296245843908,4247000.0,2675500,-0.009803768007755731,60.01379241943359,60.01467018127441,0.006703514110969552,0
2018-01-17,59.78935241699219,91.49191284179688,59.87702544389106,92.49982394428586,59.44744901532784,90.49276804433308,59.63155033249227,92.03531007892323,3151900.0,2287300,0.007831981491317253,59.80689163208008,60.10496788024902,0.00852286323947032,1
2018-01-18,60.66603469848633,90.63298797607422,60.90274119103294,91.71100928964968,59.89456148656759,90.38757828094381,59.89456148656759,91.52695703334973,4383100.0,2637800,0.014662849588666704,59.941899108886716,60.1882511138916,0.00935191987844284,1
2018-01-19,61.37615203857422,91.4831314086914,61.38491399190082,91.50943031941809,60.80631071218747,89.49360844778586,60.80631071218747,90.01070668432685,3530500.0,2928900,0.011705352815907899,60.21366958618164,60.32851943969727,0.010124191208486327,1
2018-01-22,61.542724609375,92.45598602294922,61.5865611361234,92.49981085514227,61.183290506394776,90.93097681420518,61.3936911200543,91.43931544603005,3381200.0,2407000,0.0027139624311425248,60.53979721069336,60.41794128417969,0.009615603379270428,1
2018-01-23,61.01670455932617,92.64881134033203,61.49011083873505,92.83286361284603,60.8413718729584,91.03615903636309,61.45504296375885,92.20182342895173,2344100.0,2904100,-0.008547233704513268,60.87819366455078,60.44599304199219,0.00912193546369894,0
2018-01-24,61.49010848999024,92.2544174194336,61.76187615003351,93.34120516598281,61.10436856849939,91.17638929084781,61.27970793668296,91.36920787374375,2491400.0,4170600,0.007758595520408473,61.21834487915039,60.51261825561524,0.009117652014830491,1
2018-01-25,62.28788757324219,91.37797546386719,62.296649525267625,92.81534186438039,61.66544117676012,90.87840307694164,61.80571267132312,92.51734768114984,2357300.0,2615700,0.012974104337152292,61.54271545410156,60.74230728149414,0.008723479663433061,1
2018-01-26,63.34867477416992,91.93889617919922,63.34867477416992,92.00901324242604,62.00736018505841,90.84334214152223,62.68239845625657,91.74607759869109,2885900.0,3036500,0.017030392942454453,61.9372200012207,61.07544479370117,0.009938253960172855,1
2018-01-29,63.16458511352539,91.6759262084961,63.55031847335411,92.70136279898364,63.00678297452245,91.44804918170041,63.00678297452245,91.62334177413119,2581900.0,2258000,-0.0029059749284541248,62.261592102050784,61.40069465637207,0.01074261798728196,0
2018-01-30,62.90158462524414,90.6855697631836,63.19088968590716,91.94764998275134,62.24407677201859,90.6768034597893,62.70871458480213,91.23772651587934,2710100.0,1821800,-0.004163733329500374,62.63856811523438,61.75838088989258,0.009432948454349423,0
2018-01-31,63.14703369140625,91.1150131225586,63.6292086439027,91.55323462085104,62.72623254060362,90.6066745797243,63.20840080458637,90.73814236655791,4320700.0,2231100,0.0039021126037515064,62.96995315551758,62.09414901733398,0.009425041878577374,1
2018-02-01,61.32356262207031,91.78111267089844,62.033675646186026,91.80740489120537,60.63099357465454,90.29115554845455,60.99919636433486,90.94848780304552,5971600.0,1754600,-0.028876591072307112,62.7770881652832,62.159901809692386,0.01673183226121673,0
2018-02-02,60.0962142944336,89.02032470703125,61.314794855639015,91.92134920571017,60.03484716863602,88.96774026119397,61.069326352448726,91.43054321328188,4100000.0,1826600,-0.020014302417501573,62.12659606933594,62.03190803527832,0.013540867800120605,0
2018-02-05,57.43987274169922,85.01498413085938,60.1926446101782,89.45855055971445,57.38727426326504,83.77043648344974,59.91210155582379,88.11759363247572,4634300.0,3056400,-0.044201478977028086,60.9816535949707,61.62162284851074,0.019220887765555958,0
2018-02-06,58.448036193847656,86.27706909179688,58.8863745604225,86.59258917267942,55.984576714021046,81.6319175462611,56.36154797681593,83.1131086655858,5225300.0,3956900,0.01755163101913615,60.09094390869141,61.36475601196289,0.024925228999194523,1
2018-02-07,57.4661750793457,85.99658966064453,58.69351742289772,87.32001377763703,57.4048079621681,85.79500482826458,58.281484886713336,85.81253743285211,3943300.0,2481300,-0.016798872613025595,58.9547721862793,60.962362670898436,0.022765882173204386,0
2018-02-08,54.84492111206055,80.45747375488281,57.59768335342999,86.1806457367887,54.80985322509844,80.28218113482713,57.466187137966536,86.12805460740712,4900700.0,3962500,-0.04561385830300857,57.659043884277345,60.21806602478027,0.025718066511455185,0
2018-02-09,56.37908935546875,81.00325775146484,56.9226314418813,82.30607341945213,55.09037658526531,78.12474883397195,55.46734792018561,81.26734409589305,5678000.0,5557800,0.027972840735308147,56.915618896484375,59.52110748291015,0.03413482563005887,1
