Price,Close,High,Low,Open,Volume
Ticker,ARE,ARE,ARE,ARE,ARE
Date,,,,,
2018-01-02,100.15125274658203,100.97602439292494,99.95855040995431,100.97602439292494,540100
2018-01-03,99.68108367919922,100.41335030407885,99.37275284235284,100.32084517221553,470000
2018-01-04,97.69239807128906,98.97965445429878,96.5053506907805,96.62868303822503,2719600
2018-01-05,97.8927993774414,98.57110957099688,97.68468341513997,97.81571960921158,1075600
2018-01-08,98.108642578125,98.80236649672581,97.7617806188246,98.17801849847133,919000
2018-01-09,97.36865997314453,98.1317597641863,97.1836673318517,98.0778033321088,865800
2018-01-10,96.5670166015625,97.34553587045876,95.95037250844894,97.34553587045876,1087400
2018-01-11,96.42825317382812,97.5382205733847,96.28950724888355,97.07573611717244,840100
2018-01-12,96.44367218017578,96.62866478558846,95.25662502389407,96.42825269925287,1622000
2018-01-16,96.2972412109375,97.58449180009873,96.22786529061068,96.56702338818529,558100
2018-01-17,96.73660278320312,97.22992044645343,95.77309080329074,96.70576969414869,1226900
2018-01-18,96.64408874511719,97.04491296075327,96.00432135765229,96.713464655089,651500
2018-01-19,97.08344268798828,97.20677501618712,96.45137920799193,96.8753267351641,616700
2018-01-22,98.13947296142578,98.13947296142578,96.62868692925426,97.09117148917447,738600
2018-01-23,98.40924835205078,98.56341378194413,97.73864784464668,98.1240525981653,524000
2018-01-24,97.59989166259766,98.60965012906135,97.04490793480383,98.20883181499315,562100
2018-01-25,97.86966705322266,97.97757989500273,97.13739462021914,97.50738570690001,425300
2018-01-26,97.48428344726562,98.20884629659506,96.77514008198709,98.09322368945375,365700
2018-01-29,95.97346496582031,97.28383838767287,95.71138675296494,97.28383838767287,570700
2018-01-30,96.92927551269531,97.21447708855142,95.07162216119468,96.69803035596783,727400
2018-01-31,99.9739990234375,99.9739990234375,97.02180283541952,97.02180283541952,926200
2018-02-01,96.52075958251953,100.52126248138741,96.46680315663619,99.9739826006728,848200
2018-02-02,95.67285919189453,96.87531990298365,94.56289183962231,95.93493154962064,672200
2018-02-05,92.40465545654297,95.91184159231769,92.25049588431997,95.53414652380387,852100
2018-02-06,91.37176513671875,92.7206818547404,89.760770112603,91.81112634678482,1051700
2018-02-07,91.69549560546875,93.19857762930403,90.77823043670408,91.10967875039815,963200
2018-02-08,88.3193588256836,92.79005064545095,87.87228787946383,91.4103008581376,1065900
2018-02-09,90.98634338378906,91.65694968700316,88.32704739309234,89.28285529485227,958200
2018-02-12,91.78801727294922,92.2505019005906,88.92060434843712,91.57989536798338,920100
2018-02-13,92.7746353149414,93.16004007916737,90.84761149381153,91.61071128035216,792500
2018-02-14,92.54336547851562,92.84398064415412,90.8784203981185,91.98838182478043,498800
2018-02-15,93.83836364746094,93.86148699566233,92.62048888930482,92.93651778274183,559400
2018-02-16,94.54747772216797,94.94829599673247,93.83062479122044,93.9616609693657,576000
2018-02-20,93.24481964111328,95.534124637094,93.11378344666285,94.25457813370448,774500
2018-02-21,91.28697967529297,93.43753912993702,91.20219015021016,92.93651172194144,680900
2018-02-22,92.47400665283203,93.11377988002083,91.75715366014305,91.7802770017122,515600
2018-02-23,94.53977966308594,94.55519326443923,92.65129299319824,92.88253817916306,274000
