Price,Close,High,Low,Open,Volume
Ticker,CMS,CMS,CMS,CMS,CMS
Date,,,,,
2018-01-02,37.57333755493164,37.95747354073751,37.50131186679045,37.92546144537666,1689300
2018-01-03,37.34125900268555,37.79742073233595,37.28523935538405,37.429290749257,1938100
2018-01-04,36.92510223388672,37.421277445147815,36.861081103163244,37.261223091918566,1715000
2018-01-05,36.6610107421875,37.077158784023865,36.5489684190137,36.99712855318544,2597700
2018-01-08,37.08516311645508,37.1091706611218,36.62099690062254,36.733039232363815,2252000
2018-01-09,36.580989837646484,37.10117578577327,36.54097623844641,37.005142537124705,2058500
2018-01-10,35.996768951416016,36.46093507227756,35.948750819065964,36.46093507227756,2244700
2018-01-11,35.52461624145508,36.132833961741184,35.42858298929908,35.996784056081644,2816600
2018-01-12,35.22050476074219,35.628651394510754,35.18849571429984,35.532618149500074,3402100
2018-01-16,35.42058563232422,35.74070060832414,35.18050092674561,35.33255691412477,3564800
2018-01-17,35.652652740478516,35.76469201564112,35.39656209643792,35.51660592145001,1910100
2018-01-18,35.29252624511719,35.65265468697378,35.00442654447336,35.52460935796271,2887600
2018-01-19,35.252525329589844,35.62865995444213,35.140486008019174,35.372569204325586,1919200
2018-01-22,35.34053421020508,35.676655010081944,35.220490413211785,35.47658405032018,2305000
2018-01-23,35.580623626708984,35.84471879514506,35.3165315111139,35.38055263953292,2017000
2018-01-24,35.42058563232422,35.59664917440844,35.380572023534896,35.50061590274553,1426100
2018-01-25,36.01278305053711,36.076807241324175,35.38856245457039,35.42057149712248,2193600
2018-01-26,35.844730377197266,36.08481502881584,35.444588273552306,36.05280292784217,4511000
2018-01-29,35.29252624511719,35.7726985185398,35.24451115476394,35.748687920521725,2624200
2018-01-30,35.46858215332031,35.57261991496775,35.18848400985506,35.38855498457047,2062300
2018-01-31,35.81270980834961,35.87673399515851,35.31653457194568,35.50860102668986,3701000
2018-02-01,35.34053421020508,35.99676671399643,35.268508542577216,35.78068971111285,3791400
2018-02-02,34.79634094238281,35.45257344592818,34.78833944724519,35.15646928038712,4428500
2018-02-05,34.19614028930664,35.05244405868902,34.15612669363153,34.6362959474162,4616800
2018-02-06,33.7399787902832,33.996069467592086,32.867668966686786,33.86002263088998,5312200
2018-02-07,33.7399787902832,34.21214654897927,33.66795309648747,33.75598483922022,3443000
2018-02-08,33.42786407470703,34.13211487116795,33.37984593420698,33.61993053102465,5562700
2018-02-09,34.24415969848633,34.508251881953115,32.395502202851745,33.49989519068811,5897700
2018-02-12,34.31618118286133,34.51625219690089,33.948048196869074,34.284169087933066,2640600
2018-02-13,34.452232360839844,34.58027770389285,33.90003739133161,34.18814017641131,3040500
2018-02-14,34.33218765258789,34.660303997534726,33.908035021675076,34.34819064740745,4998800
2018-02-15,35.29899597167969,35.32320554527184,34.443555121886696,34.59688755218989,3668700
2018-02-16,35.670223236083984,35.815486832404254,35.20215096382273,35.34741456014301,2956600
2018-02-20,34.992332458496094,35.807420017355014,34.8954910733469,35.573386926455484,2315700
2018-02-21,34.71794509887695,35.476541574187145,34.701804355334346,35.01654115808504,3739200
2018-02-22,34.709869384765625,35.02460923156311,34.5888184392574,34.81478266703145,2335300
2018-02-23,35.39582824707031,35.41196898482713,34.701791916181726,34.76635486720901,3918700
2018-02-26,35.323204040527344,35.7670636491552,35.226362671752376,35.69443185294107,2983500
2018-02-27,34.50004196166992,35.468464807879215,34.50004196166992,35.468464807879215,3162800
2018-02-28,34.2579345703125,34.66144380417123,34.2579345703125,34.540389802601155,3279300
2018-03-01,34.18531799316406,34.709878383423906,33.878649977014724,34.29023130262903,3146600
2018-03-02,34.37091827392578,34.55653216077534,34.07232228886617,34.2014451266107,4250800
2018-03-05,34.93584060668945,35.06496347682271,34.25794476885685,34.36285806288139,3345200
2018-03-06,34.45162582397461,34.88741664348314,34.306362217471765,34.88741664348314,2587400
2018-03-07,34.29021453857422,34.548460190594554,34.104597590061786,34.427406194352706,2384900
2018-03-08,34.346702575683594,34.48389421945172,34.24178932669396,34.29828036571975,2119900
2018-03-09,34.58882141113281,34.596890243447284,34.30636302361468,34.35478525309744,2102200
2018-03-12,34.77442932128906,34.87934259441175,34.58881542486058,34.64530647688092,2701300
2018-03-13,34.66952896118164,35.00040656562442,34.52426532230115,34.87128367312315,1808800
2018-03-14,34.96004104614258,35.08916388253014,34.70986420378426,34.758286421878815,1959900
2018-03-15,35.2747917175293,35.39584577137323,34.927773380278,34.968126783914286,3330900
2018-03-16,35.73478698730469,35.83970028010704,35.25057699957881,35.371631035776296,9170800
2018-03-19,35.49268341064453,35.82356096712644,35.25864723986822,35.71864767013496,3062700
2018-03-20,35.500755310058594,35.678297337370786,35.35549169228271,35.50882414280964,2114700
2018-03-21,35.355491638183594,35.83163281160217,35.22636876463951,35.52496483248542,2250400
2018-03-22,35.468467712402344,36.10601313853981,35.315132209755944,35.315132209755944,3402800
2018-03-23,34.90354919433594,35.807409028246774,34.82284857790024,35.33933991156357,2496300
2018-03-26,35.36355209350586,35.37969283369174,34.95197399362581,35.02460578519658,2874400
2018-03-27,36.11408233642578,36.32390581779299,35.25057268103288,35.40390510670385,3162300
2018-03-28,36.37232208251953,36.54179522184043,36.049513464119705,36.291621467185145,4219200
2018-03-29,36.54987716674805,36.78391332542551,36.39654164556461,36.44496387518022,3427800
2018-04-02,36.32390213012695,36.82425582768489,36.089869099658415,36.654779599270064,3574900
2018-04-03,36.541805267333984,36.70320962090462,36.08987677157458,36.08987677157458,3104200
2018-04-04,36.566017150878906,36.74355916538657,36.25127728270912,36.46917269365808,3662700
2018-04-05,36.767757415771484,36.84038919096879,36.154421741098496,36.461089578434986,3148200
2018-04-06,36.574073791503906,36.96951416367699,36.46109170760614,36.81617869678925,2814600
2018-04-09,36.39654541015625,36.66286308279007,36.122158904351245,36.598300103291336,2964200
2018-04-10,36.017242431640625,36.388470263755124,35.936538721268924,36.29969772161214,3004300
2018-04-11,35.95268249511719,36.11408685093952,35.726718244085134,35.96882323855262,2149200
2018-04-12,35.476539611816406,36.1060162610306,35.33934791709103,36.0495221224904,3344100
2018-04-13,35.67828369140625,35.83968799148364,35.44424761022058,35.56530160491137,2157200
2018-04-16,36.31583786010742,36.356188175356756,35.78320569463378,35.83969675168919,2404400
2018-04-17,36.525665283203125,36.71935112721949,36.186718904339564,36.388473580862744,2733800
2018-04-18,36.37232208251953,36.80811279379996,36.37232208251953,36.52565448306732,1879300
2018-04-19,36.61443328857422,36.62250519861115,36.16250483951963,36.307768434867654,3390800
2018-04-20,36.46916961669922,36.719346492280664,36.34004676316433,36.63864586327073,2736600
2018-04-23,36.61443328857422,36.80811910854881,36.436891288673486,36.590223715526776,2030700
2018-04-24,36.921112060546875,37.1632170976964,36.590234458118246,36.70321660355253,3012200
2018-04-25,37.00988006591797,37.13093103031201,36.68707133713612,36.84847570152704,2484400
