Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,ACGL,AAPL,ACGL,AAPL,ACGL,AAPL,ACGL,AAPL,ACGL
Date,,,,,,,,,,
2018-01-02,40.426815032958984,27.988113403320312,40.436204433265914,28.92633423368775,39.72276041223238,27.940569200854323,39.93397894705455,28.910486166199085,102223600,1333500
2018-01-03,40.41979217529297,28.013469696044922,40.96426303528432,28.542803837422674,40.356429810473,27.680656663011906,40.49019838387923,28.019810373775076,118071600,1887600
2018-01-04,40.607521057128906,28.11806869506836,40.71078296853528,28.37481172846202,40.38457115623248,27.6426194393149,40.492524186516036,28.01663961723802,89738400,1835100
2018-01-05,41.06986618041992,28.007131576538086,41.156698465850205,28.403340515235264,40.61223124489687,27.870836020836588,40.70375823200148,28.206821215361355,94640000,1257300
2018-01-08,40.91731643676758,28.01030158996582,41.21301814104045,28.12757873799835,40.818745621002336,27.782086158030754,40.91731643676758,28.022979318225808,82271200,1380300
2018-01-09,40.91262435913086,27.64896011352539,41.08394335569417,28.11490016646266,40.69671465281637,27.645789774707968,40.964255330315616,27.95958621091858,86336000,1293600
2018-01-10,40.90324020385742,27.496816635131836,40.90558934530854,27.677486047344313,40.60049818035278,27.471457551854837,40.638048633487585,27.623601169346916,95839600,1373700
2018-01-11,41.13557815551758,28.16878318786621,41.184863571147595,28.29239919613394,40.95017861883131,27.442931577543067,40.97364496545803,27.44610010266072,74670800,2808300
2018-01-12,41.56035614013672,28.745662689208984,41.62372207810548,28.774190298597517,41.22240924564743,28.184632400433177,41.34679198028473,28.267044889657257,101672400,2150400
2018-01-16,41.3491325378418,28.96436882019043,42.10012349135835,29.145040051637817,41.33739757680099,28.717136794456163,41.750441705983256,28.73615338695454,118263600,1957500
2018-01-17,42.03205871582031,28.84075164794922,42.067260011460704,29.17356648817499,41.08627904221055,28.498427605009002,41.33973553283472,29.113342746780138,137547200,2122500
2018-01-18,42.06961441040039,28.501598358154297,42.26675245042879,29.17039657343667,41.8325839476019,28.416017346175106,42.09542989296319,28.913655351194095,124773600,1448700
2018-01-19,41.881866455078125,28.89146614074707,42.14471238225326,28.942180679346937,41.635446607847854,28.43503529334828,41.917067755679376,28.530123692951808,129700400,1447500
2018-01-22,41.53923416137695,29.39861488342285,41.72228812713289,30.042054038696364,41.445361618274205,28.945352537337794,41.609640359208,28.964369130039604,108434400,1987800
2018-01-23,41.548614501953125,29.59830093383789,42.11186042928691,29.67120240239229,41.49698711676318,28.78052764478313,41.609634869826934,29.322539498712,130756400,1525800
2018-01-24,40.886817932128906,29.607810974121094,41.60964810785268,29.81383765790583,40.6474382473287,29.462006219192283,41.59791314252753,29.59513143236011,204420400,1051200
2018-01-25,40.15693283081055,29.278165817260742,41.05812197499376,29.58562157353692,40.02081516095881,29.20843287335884,40.95486004745056,29.56343464306584,166116000,957600
2018-01-26,40.25081253051758,29.192584991455078,40.36580943959557,29.430309619028183,39.91052008574584,29.059457966701558,40.36580943959557,29.417630077468097,156572000,1344900
2018-01-29,39.41768264770508,28.939010620117188,39.93398878050645,29.26865693789586,39.20881320203056,28.828074152841364,39.93398878050645,29.075307984327875,202561600,1160400
2018-01-30,39.18534469604492,28.796377182006836,39.279217239588455,29.198924983240232,38.652608879864985,28.688609236210787,38.84739780967541,28.872448993220818,184192800,1410000
2018-01-31,39.29328918457031,28.82490348815918,39.53032321393203,28.97070823981783,39.07503395702714,28.675930211402594,39.16186621989822,28.802716557693824,129915600,2036700
2018-02-01,39.37543487548828,28.919994354248047,39.5725693452636,29.103834107097267,39.13605525875675,28.65374211417762,39.23227693364981,28.685440061737317,188923200,1735500
2018-02-02,37.66693115234375,28.828075408935547,39.145446923123295,29.157719927382477,37.57305861302765,28.72664451264143,38.95769826348325,28.916824949362187,346375200,948000
2018-02-05,36.725852966308594,27.766237258911133,38.4601747854563,28.837583253666203,36.61085603958529,27.721861583940722,37.338380893288154,28.647402825904425,290954000,1458600
2018-02-06,38.260684967041016,27.528512954711914,38.422618146423986,27.845477919781498,36.141480273828954,27.27810878233804,36.33626920112963,27.40806546995967,272975200,2096700
2018-02-07,37.44163513183594,27.88668441772461,38.34751917686184,28.09588143487212,37.33133650049833,27.306635752126798,38.27476741574191,27.487306975028485,206434400,2218200
2018-02-08,36.411373138427734,27.26226043701172,37.78428170095919,27.896192174371247,36.383212086809394,27.24958270911202,37.61765378986397,27.877175582521694,217562000,1918800
2018-02-09,36.856727600097656,27.538021087646484,37.20547638919081,27.74087925115231,35.40281840962682,27.053064424074773,37.012252020658266,27.433423480648194,282690400,1772100
2018-02-12,38.341270446777344,27.547529220581055,38.61932598387106,27.883514401106204,37.115930479168966,27.23373278438675,37.34921710439755,27.664806365089888,243278000,1371900
2018-02-13,38.725364685058594,27.709182739257812,38.82197866638515,27.775745346540006,38.09148779648319,27.11645632412253,38.162181041249156,27.57605752469342,130196800,1873800
2018-02-14,39.43935775756836,28.53963279724121,39.4794164227937,28.549141999907768,38.38132862243266,27.5221716899542,38.41902856901624,27.85815686729099,162579600,2074800
2018-02-15,40.763668060302734,28.479412078857422,40.78723007818858,28.85026193012169,39.82345617338796,27.32248503494014,40.00961157579968,28.66959069917716,204588800,1793700
2018-02-16,40.631710052490234,28.482580184936523,41.19489735366418,28.60619619564048,40.47618921168071,27.5411908591764,40.61521699774737,28.355793835357467,160704400,1068900
2018-02-20,40.49503707885742,28.11806869506836,41.06293097636061,28.34628412018662,40.39370925438159,27.623601033797968,40.542164710786906,28.320926850729037,135722000,2384400
2018-02-21,40.31123733520508,28.152935028076172,41.029941821835656,28.504768273619806,40.29709580939052,27.90253085986134,40.72596553556844,28.23851603878422,149886400,1507500
2018-02-22,40.64820098876953,27.874006271362305,40.98988079969852,28.276554072986155,40.46204559239559,27.57922641563903,40.483252486487366,28.14976590714483,123967600,1794000
2018-02-23,41.355125427246094,27.88668441772461,41.390470250051976,28.27338231899318,40.893266034139415,27.77257579965645,40.923900610976254,27.854986471003205,135249600,884400
2018-02-26,42.172813415527344,28.080034255981445,42.27178254048115,28.241687078699197,41.52244333914156,27.715523273570042,41.555433047459495,28.041997444191377,152648800,1621500
2018-02-27,42.0361442565918,28.222667694091797,42.528634798975965,28.368470631044158,41.981947644593866,27.90887126248571,42.20345153137954,28.156105089462468,155712400,1583700
2018-02-28,41.97250747680664,27.96909523010254,42.56161185345442,28.46990175196453,41.95601442397654,27.921549216628165,42.24113892873372,28.324097000134717,151128400,1844700
2018-03-01,41.2373046875,27.338333129882812,42.36367192217282,28.04833851238895,40.685903876338685,27.309805520643156,42.071474868825504,27.883515348495994,195208000,1731600
2018-03-02,41.522438049316406,27.303466796875,41.54364494576013,27.423914284912808,40.636422689181344,27.13864544582962,40.71889874727326,27.13864544582962,153816000,1799100
2018-03-05,41.666175842285156,28.254364013671875,41.88296582019511,28.381150359921243,41.12419909970639,27.312974712634723,41.286792482040795,27.354180048453898,113605600,3099000
2018-03-06,41.63082504272461,28.542804718017578,42.00313941685463,28.61253766564064,41.503580087428105,27.804273531134818,41.9230220896084,28.23534713163957,95154000,2110200
2018-03-07,41.24436569213867,28.419187545776367,41.43759360841693,28.523786962948414,41.06527929790585,27.921549543195702,41.22315880248089,28.40333947899787,126814000,1423200
2018-03-08,41.6944580078125,28.121238708496094,41.736871803215045,28.507936609826046,41.25380902051406,28.05150576487087,41.35041941968929,28.447714682544213,95096400,2199900
2018-03-09,42.41080856323242,27.915210723876953,42.41552240582564,28.146596489342073,41.80049718711683,27.813781645376352,41.934814733960636,28.127578083699465,128740800,8717700
2018-03-12,42.8208122253418,26.989669799804688,42.9786917410308,28.38115112075317,42.46499453436573,26.85654458609782,42.48384270720596,28.067354678661975,128828400,6786300
2018-03-13,42.408443450927734,27.078420639038086,43.240258490091236,27.240073458492695,42.23642599068004,26.87873100856123,43.02582364771228,27.15766097250948,126774000,3013500
2018-03-14,42.047916412353516,26.755115509033203,42.53805170675562,27.21471670668918,41.899460952314094,26.698062105109603,42.490924073672474,27.21471670668918,117473600,3201300
2018-03-15,42.09739685058594,26.710739135742188,42.47206996264461,26.869221615256034,41.96072780085272,26.580782450597756,42.062052026621785,26.869221615256034,90975200,3147600
2018-03-16,41.94894790649414,26.954803466796875,42.20815168997699,27.183018897347768,41.85468904336658,26.755115645200473,42.09739977305709,26.786811779353233,157618800,3019500
2018-03-19,41.308006286621094,27.068912506103516,41.81934853673094,27.110117843876157,40.92155389689894,26.679044246191914,41.784003706662105,26.916768883391427,133787200,1938000
2018-03-20,41.293861389160156,27.240074157714844,41.66146194230275,27.525342992924344,41.22316814533864,27.07842133411079,41.293861389160156,27.195698481614805,78597600,1742100
2018-03-21,40.35835647583008,27.202037811279297,41.258505933794694,27.50632505769598,40.35599775755335,27.132304863885043,41.24672312923243,27.316146435533078,148219600,1858200
2018-03-22,39.78811264038086,26.739267349243164,40.69061741763878,27.328823419696107,39.729202200342165,26.713908265704,40.059099226315716,27.240073882089053,165963200,2188800
2018-03-23,38.86675262451172,26.438148498535156,40.04024758721578,27.08158944419008,38.86675262451172,26.419130092827377,39.679715980628345,26.685382331651308,164115200,2787600
2018-03-26,40.711830139160156,26.717079162597656,40.78959235574448,26.73292722986939,39.22021728418757,26.358907038432307,39.604314524877644,26.634668487306616,150164800,2001900
2018-03-27,39.66792297363281,26.774133682250977,41.27264237770542,27.15132238907859,39.33331219061152,26.561764508007666,40.92624879054533,26.71390812627855,163690400,2462400
2018-03-28,39.229637145996094,27.195697784423828,40.06381094630235,27.312974928921317,38.92566087356404,26.49203310374391,39.41108229847523,26.84386453723638,166674000,1616400
2018-03-29,39.53597640991211,27.129135131835938,40.47147453692967,27.354180217685233,39.32861049895362,26.888240165624325,39.54304537545768,27.259091817681146,153594000,3273000
2018-04-02,39.27676773071289,27.005517959594727,39.80932042170238,27.28127940458653,38.75600144272291,26.802659799460532,39.26734364216447,27.12279510671043,150347200,1854300
2018-04-03,39.67971420288086,27.259092330932617,39.764545376842435,27.351010393855937,38.85261295346133,27.01502702131413,39.50298289009489,27.160831776571992,121112000,1283100
2018-04-04,40.4384880065918,27.423913955688477,40.5327432850031,27.461948954051934,38.82669901474305,26.87556140191382,38.85261975564742,26.976992296171435,138422000,1227300
2018-04-05,40.71888732910156,27.38587760925293,41.05585324124415,27.50632509789265,40.54922501391141,27.259093070089087,40.66704586637085,27.46194942096827,107732800,888300
2018-04-06,39.677364349365234,27.072080612182617,40.64349349687593,27.50632454208543,39.63494695894709,26.957973803762837,40.287675700962644,27.255922180384513,140021200,1114200
2018-04-09,40.070892333984375,25.474573135375977,40.787241886930794,26.13386217081635,40.02376468896047,25.360464510856076,40.03083365593361,25.896137532287025,116070800,4588200
2018-04-10,40.8249397277832,24.967424392700195,41.00167106859612,25.642563268221227,40.419635565203585,24.919880193361298,40.766029280845565,25.620374524240454,113634400,3565500
2018-04-11,40.63405990600586,25.29073143005371,40.982808654567776,25.43970471387212,40.459683733921196,24.78358602084842,40.584573561357715,24.919881576284226,89726400,2295600
2018-04-12,41.0346565246582,25.65841293334961,41.23730858495717,25.79787701498351,40.77544914673815,25.461893632520187,40.86263904418833,25.46506397148496,91557200,1840200
2018-04-13,41.17369079589844,25.648902893066406,41.43525333828606,26.092656021508784,40.96632845646567,25.541134949817117,41.185473605045516,25.6425640290388,100497200,1741800
2018-04-16,41.43053436279297,26.035600662231445,41.51772066001814,26.108503946083946,41.19724773501885,25.667921158904893,41.24437536607009,25.7408226290624,86313600,1405500
2018-04-17,42.00079345703125,25.892967224121094,42.16574198899704,26.178237878912583,41.56956855485818,25.702788601288493,41.588420329312605,26.060960728988384,106421600,1641600
2018-04-18,41.90653991699219,25.51260757446289,42.1374714867366,26.01024377223329,41.68032578597204,25.490420643315876,41.89947095012336,25.94368116509722,83018000,2060700
2018-04-19,40.71888732910156,25.541135787963867,41.32919848189573,25.702788614990034,40.68589763423721,25.43970489171867,40.945101352283714,25.4777417045225,139235200,1396200
2018-04-20,39.05055618286133,25.690109252929688,40.346585976631964,25.84225287782153,38.98221805292191,25.49993062866242,40.200489223201544,25.579170966400834,261964400,1444500
2018-04-23,38.93745040893555,25.712297439575195,39.33332688754843,25.946851736094796,38.66646019491541,25.601357341762643,39.312119989538814,25.7788600473067,146062000,1209600
2018-04-24,38.395469665527344,25.629884719848633,39.194295102996016,25.93417196027473,37.99016554312238,25.518946436731408,39.03877067555058,25.6330550587387,134768000,1652400
2018-04-25,38.56277847290039,25.55381202697754,38.97986545854472,25.826403123866257,38.27058494708206,25.433366358740972,38.32006771069586,25.677428033994655,113528400,1191000
2018-04-26,38.69709014892578,25.778860092163086,39.052907912420274,25.85810042831703,38.49679321450623,25.446045239231413,38.673524534661865,25.547474320464488,111852000,1214700
2018-04-27,38.24937438964844,25.88979721069336,38.72301305983123,26.04510935077863,37.8511392172482,25.782027456464654,38.64525084312514,25.835912333579007,142623200,1039200
2018-04-30,38.94215774536133,25.39849853515625,39.413441286929526,25.95318994166842,38.136263320752676,25.3889911460316,38.204601447820586,25.84225166036599,169709600,2002200
2018-05-01,39.847023010253906,25.556983947753906,39.870585028863154,25.636224285223136,38.94451463897729,25.135417734898333,39.21314610125641,25.382651577931473,214277600,2234700
2018-05-02,41.607276916503906,25.018138885498047,41.88533253175076,26.152877126991577,40.95454808350027,24.555369179541366,41.29151415237828,25.78202729447393,266157600,4140300
2018-05-03,41.682682037353516,24.7075138092041,41.826423693589646,25.13858740004517,41.10536028859194,24.444431905728923,41.4446850899106,24.923049697777127,136272800,3709200
2018-05-04,43.318023681640625,24.9864444732666,43.416992785962016,25.192472978272697,41.984290502990305,24.65679995347389,42.00314227461454,24.7392106299983,224805200,2399400
2018-05-07,43.631439208984375,25.081533432006836,44.22289886859718,25.452383271431557,43.53482520215258,24.894523342884202,43.63614945643319,25.20831977940396,169805600,3374100
2018-05-08,43.84114456176758,25.354124069213867,43.88120322437289,25.471401211702144,43.280316094078344,24.929389359767992,43.591364903400674,25.110060581644355,113611200,1998300
2018-05-09,44.149837493896484,25.16077423095703,44.159261581630574,25.309749325463535,43.6455643033423,25.119570707697694,43.958968255714005,25.290730919578447,92844800,1774200
2018-05-10,44.781349182128906,25.220998764038086,44.859111378241764,25.376312727474353,44.218165636590804,25.084703207082807,44.23937612324497,25.227339441995127,111957200,1199100
2018-05-11,44.61104202270508,25.246355056762695,44.95877142248045,25.347785949500263,44.341374693233654,25.182962789208588,44.823939562481186,25.198810856097115,104848800,1544100
2018-05-14,44.50696563720703,25.09421157836914,44.833406412604056,25.36363234436901,44.43836759500866,24.964254889984314,44.71039916819057,25.338276888161737,83115200,1938300
2018-05-15,44.102455139160156,24.767738342285156,44.25148303938464,25.084703321166124,43.78547848391133,24.656800055568294,44.182881405213294,24.862828561427477,94780800,2710800
2018-05-16,44.51406478881836,24.96425437927246,44.58030223976041,25.151266281382835,43.99838650746106,24.764566563012774,44.01494677256498,24.799433035127,76732400,1488300
