Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,CBOE,CI,CVX,CBOE,CI,CVX,CBOE,CI,CVX,CBOE,CI,CVX,CBOE,CI,CVX
Date,,,,,,,,,,,,,,,
2018-01-02,112.68948364257812,187.16598510742188,92.35302734375,115.03048997406152,189.40206995491397,92.46884579313185,112.32226600178353,186.96270338499875,90.87630483529246,114.64490759897552,188.62591106884148,90.99936366363285,842100,1115900,5626000
2018-01-03,113.43311309814453,190.30763244628906,93.02622985839844,113.92885594481356,190.64027403495635,93.33750539082519,110.4862031241357,186.00177579830827,91.86078293972356,112.32228462849723,187.12906039883825,92.26615578100179,1010700,1362800,5805500
2018-01-04,113.87378692626953,191.30552673339844,92.7366714477539,114.66330261102293,192.22952950067543,92.91040738139822,113.36886166133569,190.40925702037,92.09241588149595,113.60755424149494,190.40925702037,92.62084749199104,918100,888600,4598300
2018-01-05,117.14199829101562,194.54879760742188,92.58466339111328,117.35315074530274,195.03851797669805,92.7294433463616,113.88295783119985,191.82299209373113,92.00555461570117,113.88295783119985,192.10943071359108,92.63533499475255,1241400,755000,4189200
2018-01-08,118.91381072998047,192.3958740234375,93.04070281982422,119.29938614293171,194.49336443490924,93.11309555495015,116.6370737166634,191.92463764693855,92.38920686322288,117.02264912961463,193.82808125681393,92.55570242210611,1130500,1130900,4826100
2018-01-09,120.07056427001953,192.07247924804688,92.54120635986328,120.78664906625177,193.3106538554514,93.33748213222403,119.06990304162984,191.24088227365712,92.50501552107649,119.06990304162984,192.1741201315092,92.96829470795733,1085900,1280200,4422300
2018-01-10,121.48432922363281,191.3517608642578,93.13481903076172,121.603678998935,191.43491774306042,93.20720072641905,119.62988306121161,189.46680111557026,92.51227901108483,119.78594830142777,190.04891336635424,92.88145548200728,791900,1113600,5292200
2018-01-11,121.3558349609375,194.8629608154297,95.96519470214844,122.38403633841087,195.29724328362704,96.50810706580691,121.05287976760485,191.7398266652013,93.20719061647598,121.55780508982593,192.2757500110441,93.3230145716624,1083000,1196600,11641300
2018-01-12,120.73153686523438,197.17298889160156,96.71078491210938,121.75056268233398,197.48714651073013,96.89175568399162,120.6489165577321,195.77774951311932,95.63219513528256,121.35581187436276,196.77567439079183,95.6901071077544,618200,1151300,7232900
2018-01-16,120.07056427001953,198.4296112060547,95.55982971191406,122.1545210547978,199.89877234759922,96.91349898336138,119.18925284236731,197.60724923696708,95.2630459558696,121.38337005355396,198.7252988844147,96.76147863148971,861900,1442400,6254200
2018-01-17,120.74071502685547,203.61329650878906,95.81318664550781,121.06202086225976,204.3247827486119,96.13169704025346,119.86857917620215,198.79923479656745,94.79975452184598,120.13480481171936,199.3074392535838,95.69012781946185,721000,1410600,5632700
2018-01-18,122.01681518554688,202.96646118164062,95.25576782226562,122.09943550173989,203.70566625148834,95.91450404817691,120.05220828742551,201.58045696286268,94.85039508188291,120.32762334959415,203.61326033057088,95.80592600899539,760600,1380300,5890000
2018-01-19,122.90731048583984,203.41921997070312,95.04585266113281,123.15517142340241,204.41714473168847,95.55256861893552,121.77811018195614,201.95930788800925,94.25682273787007,122.1545102832507,203.8904704434588,95.42950981815339,885300,1363900,6048900
2018-01-22,123.53154754638672,203.97361755371094,95.95796203613281,123.60499247932398,204.01982051341994,95.95796203613281,122.43907693225133,202.06092499523493,95.0313923580082,122.843017059312,203.7426168543296,95.04587311579878,607600,882200,5248800
2018-01-23,123.76104736328125,203.0865478515625,94.8431625366211,123.89876185409749,204.30623818689716,95.9579375998112,122.95316717669242,202.0978722910979,94.63323026165463,123.32956717346107,204.02903455621544,95.82764394962155,635900,821200,5747300
2018-01-24,124.45879364013672,204.2046661376953,95.11099243164062,124.54141394728998,205.75698443394728,96.03756184160902,122.45745748166269,203.47470996011265,94.87935560193786,123.93550367845184,204.35251000376704,95.10375757763008,605900,718600,6868200
2018-01-25,125.91848754882812,205.01776123046875,94.57533264160156,126.16634849479392,206.0156860215944,95.45847100104594,124.17420151227817,203.28063132378728,94.35093062406058,125.20241679965443,204.97155826715309,95.37884340976552,793900,760500,4597200
2018-01-26,125.78994750976562,209.0279083251953,94.96622467041016,126.35912829224645,209.0741112836535,95.37159743490909,124.85354202230509,204.62041115255582,94.37263523269428,126.2306031475511,205.11938054524285,94.61876387877956,953700,977000,6310500
2018-01-29,124.03646850585938,206.88421630859375,93.0044937133789,127.18534110287625,209.86875543226873,95.24853564794799,123.68760858826543,206.7733404869907,92.8886808168532,125.9551700362498,208.60286203925867,94.14823028911071,983600,936100,6350700
2018-01-30,122.36566925048828,192.09095764160156,90.65188598632812,123.84371570635722,199.178058020204,92.66427466323056,121.53026265140896,191.3794714781526,90.6229299986532,123.50404504528314,195.50976546855583,92.37472583206126,1434200,4717400,8084000
2018-01-31,123.37548828125,192.5160369873047,90.7387466430664,124.32106907522262,203.16054174411053,91.07897258807205,122.5584326240837,192.50678793353532,89.79770191468278,122.62270219658149,198.06929012326415,90.78941823980408,872400,2719900,9626800
2018-02-01,125.36762237548828,189.42982482910156,90.89801025390625,125.58795716292943,193.70796266340025,90.94144147720417,122.61350056931961,183.7287287671717,89.80494511098937,123.17350589690142,191.5642833192959,90.91972586555521,893000,2755300,7844500
